_id,created_at,id
64638b60d4514c294a38ac1b,"2017-03-24 22:34:44",845403535353143299
64638b60d4514c294a38ac1c,"2017-03-24 22:28:54",845402066629517312
64638b60d4514c294a38ac1d,"2017-03-24 20:24:34",845370779298521088
64638b60d4514c294a38ac1e,"2017-03-24 19:24:55",845355766357737472
64638b60d4514c294a38ac1f,"2017-03-24 18:13:34",845337811876114432
64638b60d4514c294a38ac20,"2017-03-24 17:50:03",845331893176324096
64638b60d4514c294a38ac21,"2017-03-24 17:25:32",845325721455149056
64638b60d4514c294a38ac22,"2017-03-24 15:22:51",845294849049870337
64638b60d4514c294a38ac23,"2017-03-24 15:21:07",845294411072204801
64638b60d4514c294a38ac24,"2017-03-24 15:20:07",845294161125269505
64638b60d4514c294a38ac25,"2017-03-24 15:18:47",845293825715154945
64638b60d4514c294a38ac26,"2017-03-24 15:16:08",845293157977767937
64638b60d4514c294a38ac27,"2017-03-24 15:15:03",845292886623109120
64638b60d4514c294a38ac28,"2017-03-24 15:12:36",845292269649354752
64638b60d4514c294a38ac29,"2017-03-24 15:10:18",845291692206960641
64638b60d4514c294a38ac2a,"2017-03-24 15:09:41",845291536480813056
64638b60d4514c294a38ac2b,"2017-03-24 15:07:49",845291064583892992
64638b60d4514c294a38ac2c,"2017-03-24 15:06:25",845290713776451584
64638b60d4514c294a38ac2d,"2017-03-24 15:05:32",845290493130919936
64638b60d4514c294a38ac2e,"2017-03-24 15:05:14",845290417591541760
64638b60d4514c294a38ac2f,"2017-03-24 15:03:29",845289977051148289
64638b60d4514c294a38ac30,"2017-03-24 15:01:56",845289583575105536
64638b60d4514c294a38ac31,"2017-03-24 14:56:02",845288100754444288
64638b60d4514c294a38ac32,"2017-03-24 14:55:34",845287981652963328
64638b60d4514c294a38ac33,"2017-03-24 14:54:24",845287688882184192
64638b60d4514c294a38ac34,"2017-03-24 14:52:30",845287211306139648
64638b60d4514c294a38ac35,"2017-03-24 14:50:35",845286730668257280
64638b60d4514c294a38ac36,"2017-03-24 14:49:34",845286473905553408
64638b60d4514c294a38ac37,"2017-03-24 14:48:30",845286206539685890
64638b60d4514c294a38ac38,"2017-03-24 14:47:05",845285846936825856
64638b60d4514c294a38ac39,"2017-03-24 14:45:18",845285398662197248
64638b60d4514c294a38ac3a,"2017-03-24 14:44:17",845285144436998144
64638b60d4514c294a38ac3b,"2017-03-24 14:43:45",845285007211950080
64638b60d4514c294a38ac3c,"2017-03-24 14:41:56",845284550926221312
64638b60d4514c294a38ac3d,"2017-03-24 14:41:17",845284390397665280
64638b60d4514c294a38ac3e,"2017-03-24 14:39:16",845283880080850945
64638b60d4514c294a38ac3f,"2017-03-24 14:37:53",845283534948392960
64638b60d4514c294a38ac40,"2017-03-24 14:36:46",845283253602828288
64638b60d4514c294a38ac41,"2017-03-24 14:35:30",845282934546350080
64638b60d4514c294a38ac42,"2017-03-24 14:34:42",845282733546921985
64638b60d4514c294a38ac43,"2017-03-24 14:34:08",845282590030360578
64638b60d4514c294a38ac44,"2017-03-24 14:32:59",845282298291339267
64638b60d4514c294a38ac45,"2017-03-24 14:30:22",845281640972660736
64638b60d4514c294a38ac46,"2017-03-24 14:30:00",845281547368349696
64638b60d4514c294a38ac47,"2017-03-24 14:28:40",845281211626864641
64638b60d4514c294a38ac48,"2017-03-24 14:27:13",845280846764396544
64638b60d4514c294a38ac49,"2017-03-24 14:26:51",845280754871418880
64638b60d4514c294a38ac4a,"2017-03-24 14:23:26",845279897383710720
64638b60d4514c294a38ac4b,"2017-03-24 14:21:33",845279423238590464
64638b60d4514c294a38ac4c,"2017-03-24 14:17:41",845278449811939328
64638b60d4514c294a38ac4d,"2017-03-24 14:15:11",845277819282219010
64638b60d4514c294a38ac4e,"2017-03-24 10:07:34",845215504738402304
64638b60d4514c294a38ac4f,"2017-03-24 07:50:21",845180973394247680
64638b60d4514c294a38ac50,"2017-03-24 07:44:56",845179612644618240
64638b60d4514c294a38ac51,"2017-03-24 07:36:32",845177494575636480
64638b60d4514c294a38ac52,"2017-03-24 07:30:16",845175921317335041
64638b60d4514c294a38ac53,"2017-03-24 07:29:31",845175729885081601
64638b60d4514c294a38ac54,"2017-03-24 07:18:23",845172927892897792
64638b60d4514c294a38ac55,"2017-03-23 17:52:21",844970083000578048
64638b60d4514c294a38ac56,"2017-03-22 21:54:14",844668567983312896
64638b60d4514c294a38ac57,"2017-03-22 01:31:40",844360899603288064
64638b60d4514c294a38ac58,"2017-03-22 01:30:44",844360665900838912
64638b60d4514c294a38ac59,"2017-03-22 01:21:37",844358371616567296
64638b60d4514c294a38ac5a,"2017-03-19 16:50:10",843504884154417153
64638b60d4514c294a38ac5b,"2017-03-16 18:48:52",842447592172675072
64638b60d4514c294a38ac5c,"2017-03-16 15:42:32",842400698025172992
64638b60d4514c294a38ac5d,"2017-03-16 15:42:26",842400673043898368
64638b60d4514c294a38ac5e,"2017-03-16 15:11:29",842392886494683136
64638b60d4514c294a38ac5f,"2017-03-16 04:39:03",842233727115702272
64638b60d4514c294a38ac60,"2017-03-14 08:21:59",841565055552389120
64638b60d4514c294a38ac61,"2017-03-14 08:19:30",841564430399807489
64638b60d4514c294a38ac62,"2017-03-14 08:17:30",841563925707546626
64638b60d4514c294a38ac63,"2017-03-13 01:26:47",841098180573851648
64638b60d4514c294a38ac64,"2017-03-12 21:43:07",841041891747545089
64638b60d4514c294a38ac65,"2017-03-12 21:41:41",841041532140445696
64638b60d4514c294a38ac66,"2017-03-12 21:39:51",841041070792228864
64638b60d4514c294a38ac67,"2017-03-12 21:37:51",841040566867509248
64638b60d4514c294a38ac68,"2017-03-12 21:32:33",841039231694786560
64638b60d4514c294a38ac69,"2017-03-12 19:40:37",841011061935362048
64638b60d4514c294a38ac6a,"2017-03-12 04:25:25",840780746868441088
64638b60d4514c294a38ac6b,"2017-03-12 03:59:22",840774191049658372
64638b60d4514c294a38ac6c,"2017-03-12 03:51:56",840772319526113280
64638b60d4514c294a38ac6d,"2017-03-12 03:43:47",840770270776315904
64638b60d4514c294a38ac6e,"2017-03-11 03:53:37",840410357122314240
64638b60d4514c294a38ac6f,"2017-03-10 07:27:06",840101692087582720
64638b60d4514c294a38ac70,"2017-03-10 07:05:11",840096176678420481
64638b60d4514c294a38ac71,"2017-03-10 02:50:57",840032197637685249
64638b60d4514c294a38ac72,"2017-03-06 01:57:43",838569247555014656
64638b60d4514c294a38ac73,"2017-03-06 01:41:09",838565081306677249
64638b60d4514c294a38ac74,"2017-03-06 01:34:53",838563502386118656
64638b60d4514c294a38ac75,"2017-03-06 01:14:54",838558471972741120
64638b60d4514c294a38ac76,"2017-03-06 01:01:49",838555180656295936
64638b60d4514c294a38ac77,"2017-03-02 01:31:54",837113202030759937
64638b60d4514c294a38ac78,"2017-02-28 05:10:55",836443541001797632
64638b60d4514c294a38ac79,"2017-02-28 05:08:14",836442868180905984
64638b60d4514c294a38ac7a,"2017-02-27 21:34:39",836328719165763584
64638b60d4514c294a38ac7b,"2017-02-27 01:10:11",836020571490021376
64638b60d4514c294a38ac7c,"2017-02-25 05:32:56",835361919775100929
64638b60d4514c294a38ac7d,"2017-02-25 04:49:52",835351081945350145
64638b60d4514c294a38ac7e,"2017-02-25 04:46:30",835350234049863680
64638b60d4514c294a38ac7f,"2017-02-24 18:59:50",835202594968477696
64638b60d4514c294a38ac80,"2017-02-24 18:01:17",835187859158020097
64638b60d4514c294a38ac81,"2017-02-24 18:00:36",835187686151315456
64638b60d4514c294a38ac82,"2017-02-24 17:51:49",835185478512992256
64638b60d4514c294a38ac83,"2017-02-24 17:22:11",835178020604301313
64638b60d4514c294a38ac84,"2017-02-23 12:22:31",834740218531962881
64638b60d4514c294a38ac85,"2017-02-19 20:20:45",833411017065394176
64638b60d4514c294a38ac86,"2017-02-19 15:08:17",833332384913252352
64638b60d4514c294a38ac87,"2017-02-19 15:06:59",833332058453790720
64638b60d4514c294a38ac88,"2017-02-19 15:02:16",833330869293035520
64638b60d4514c294a38ac89,"2017-02-19 14:58:24",833329896168370179
64638b60d4514c294a38ac8a,"2017-02-19 14:57:52",833329764232372224
64638b60d4514c294a38ac8b,"2017-02-18 16:47:58",832995083519614976
64638b60d4514c294a38ac8c,"2017-02-18 16:37:50",832992529872097280
64638b60d4514c294a38ac8d,"2017-02-18 16:14:15",832986598627106818
64638b60d4514c294a38ac8e,"2017-02-18 16:05:22",832984361989386240
64638b60d4514c294a38ac8f,"2017-02-18 15:47:51",832979955092819968
64638b60d4514c294a38ac90,"2017-02-18 15:21:05",832973218348625920
64638b60d4514c294a38ac91,"2017-02-18 15:11:41",832970849791537152
64638b60d4514c294a38ac92,"2017-02-18 14:04:57",832954058730115074
64638b60d4514c294a38ac93,"2017-02-18 08:35:11",832871068066942976
64638b60d4514c294a38ac94,"2017-02-18 08:27:05",832869029580664833
64638b60d4514c294a38ac95,"2017-02-18 08:26:19",832868838479851521
64638b60d4514c294a38ac96,"2017-02-18 08:07:03",832863988836814848
64638b60d4514c294a38ac97,"2017-02-18 03:07:51",832788691588296705
64638b60d4514c294a38ac98,"2017-02-17 17:45:17",832647116816150530
64638b60d4514c294a38ac99,"2017-02-17 15:55:44",832619549937668096
64638b60d4514c294a38ac9a,"2017-02-17 06:42:32",832480331496185857
64638b60d4514c294a38ac9b,"2017-02-16 23:46:04",832375525754626048
64638b60d4514c294a38ac9c,"2017-02-16 04:47:56",832089102266687488
64638b60d4514c294a38ac9d,"2017-02-16 04:39:11",832086901704126464
64638b60d4514c294a38ac9e,"2017-02-16 04:36:32",832086234302341120
64638b60d4514c294a38ac9f,"2017-02-16 04:35:10",832085891715723264
64638b60d4514c294a38aca0,"2017-02-16 04:33:50",832085554619572225
64638b60d4514c294a38aca1,"2017-02-16 04:31:18",832084918645596166
64638b60d4514c294a38aca2,"2017-02-16 04:29:15",832084402473627650
64638b60d4514c294a38aca3,"2017-02-16 04:21:12",832082377920778240
64638b60d4514c294a38aca4,"2017-02-15 21:06:09",831972894355828736
64638b60d4514c294a38aca5,"2017-02-15 21:05:03",831972613912080384
64638b60d4514c294a38aca6,"2017-02-15 20:52:49",831969536584806400
64638b60d4514c294a38aca7,"2017-02-15 02:33:11",831692803210096641
64638b60d4514c294a38aca8,"2017-02-11 02:18:03",830239445433544704
64638b60d4514c294a38aca9,"2017-02-10 20:17:43",830148763578662916
64638b60d4514c294a38acaa,"2017-02-10 02:51:02",829885356531032064
64638b60d4514c294a38acab,"2017-02-10 01:17:19",829861775357071361
64638b60d4514c294a38acac,"2017-02-09 23:27:26",829834118733062144
64638b60d4514c294a38acad,"2017-02-09 01:58:37",829509777218613248
64638b60d4514c294a38acae,"2017-02-08 21:49:54",829447188325412866
64638b60d4514c294a38acaf,"2017-02-08 21:31:39",829442592978792448
64638b60d4514c294a38acb0,"2017-02-08 21:29:14",829441987686182912
64638b60d4514c294a38acb1,"2017-02-08 20:48:14",829431667072733185
64638b60d4514c294a38acb2,"2017-02-08 18:27:31",829396254920568832
64638b60d4514c294a38acb3,"2017-02-07 19:18:23",829046669517860869
64638b60d4514c294a38acb4,"2017-02-07 18:03:36",829027848434257924
64638b60d4514c294a38acb5,"2017-02-07 17:13:33",829015254524792832
64638b60d4514c294a38acb6,"2017-02-07 16:23:27",829002643947167744
64638b60d4514c294a38acb7,"2017-02-07 16:11:34",828999653886550018
64638b60d4514c294a38acb8,"2017-02-07 16:08:19",828998837578526723
64638b60d4514c294a38acb9,"2017-02-07 15:12:19",828984746029912064
64638b60d4514c294a38acba,"2017-02-07 15:06:50",828983364543664128
64638b60d4514c294a38acbb,"2017-02-07 15:00:54",828981873086865410
64638b60d4514c294a38acbc,"2017-02-07 05:40:26",828840823093497856
64638b60d4514c294a38acbd,"2017-02-05 19:13:20",828320620463140865
64638b60d4514c294a38acbe,"2017-02-05 18:59:24",828317118051520514
64638b60d4514c294a38acbf,"2017-02-05 18:52:09",828315290782093312
64638b60d4514c294a38acc0,"2017-02-05 18:50:10",828314791819218944
64638b60d4514c294a38acc1,"2017-02-05 18:48:18",828314321679704066
64638b60d4514c294a38acc2,"2017-02-05 18:41:42",828312660299091968
64638b60d4514c294a38acc3,"2017-02-05 18:41:06",828312511946567680
64638b60d4514c294a38acc4,"2017-02-05 18:30:43",828309896122789889
64638b60d4514c294a38acc5,"2017-02-05 18:21:41",828307625632813056
64638b60d4514c294a38acc6,"2017-02-05 18:12:14",828305244891336706
64638b60d4514c294a38acc7,"2017-02-05 18:07:59",828304178644656129
64638b60d4514c294a38acc8,"2017-02-05 18:05:16",828303494981550082
64638b60d4514c294a38acc9,"2017-02-05 18:03:49",828303126935568384
64638b60d4514c294a38acca,"2017-02-05 18:00:30",828302292520681474
64638b60d4514c294a38accb,"2017-02-05 17:58:40",828301829909921792
64638b60d4514c294a38accc,"2017-02-05 17:58:04",828301680596889600
64638b60d4514c294a38accd,"2017-02-05 17:55:31",828301040768393216
64638b60d4514c294a38acce,"2017-02-05 17:53:39",828300568062021632
64638b60d4514c294a38accf,"2017-02-05 17:52:22",828300245998116864
64638b60d4514c294a38acd0,"2017-02-05 17:47:42",828299070154358784
64638b60d4514c294a38acd1,"2017-02-05 17:46:33",828298780638400512
64638b60d4514c294a38acd2,"2017-02-05 17:43:15",828297954314289153
64638b60d4514c294a38acd3,"2017-02-05 17:40:48",828297337353154560
64638b60d4514c294a38acd4,"2017-02-05 17:40:28",828297251026001924
64638b60d4514c294a38acd5,"2017-02-05 17:27:35",828294008677994496
64638b60d4514c294a38acd6,"2017-02-05 17:26:30",828293735419109376
64638b60d4514c294a38acd7,"2017-02-05 17:23:23",828292953798012932
64638b60d4514c294a38acd8,"2017-02-05 17:20:49",828292305522192384
64638b60d4514c294a38acd9,"2017-02-05 17:19:08",828291884858691584
64638b60d4514c294a38acda,"2017-02-05 17:18:11",828291645548408833
64638b60d4514c294a38acdb,"2017-02-05 17:16:23",828291190965551106
64638b60d4514c294a38acdc,"2017-02-05 17:12:32",828290224069419010
64638b60d4514c294a38acdd,"2017-02-05 17:11:27",828289948767895552
64638b60d4514c294a38acde,"2017-02-05 17:09:37",828289487075733504
64638b60d4514c294a38acdf,"2017-02-05 17:02:09",828287608614744064
64638b60d4514c294a38ace0,"2017-02-05 17:01:08",828287354741936130
64638b60d4514c294a38ace1,"2017-02-05 16:55:20",828285894570422272
64638b60d4514c294a38ace2,"2017-02-05 16:53:25",828285409675341824
64638b60d4514c294a38ace3,"2017-02-05 16:51:00",828284802327523328
64638b60d4514c294a38ace4,"2017-02-05 16:50:19",828284631170560000
64638b60d4514c294a38ace5,"2017-02-05 16:48:00",828284048103579651
64638b60d4514c294a38ace6,"2017-02-05 16:42:55",828282768559849473
64638b60d4514c294a38ace7,"2017-02-05 16:42:26",828282648711802881
64638b60d4514c294a38ace8,"2017-02-05 16:39:41",828281953455579136
64638b60d4514c294a38ace9,"2017-02-05 16:35:21",828280866451374085
64638b60d4514c294a38acea,"2017-02-05 16:28:25",828279118944989185
64638b60d4514c294a38aceb,"2017-02-04 23:12:36",828018446873006080
64638b60d4514c294a38acec,"2017-02-04 22:19:04",828004976228188160
64638b60d4514c294a38aced,"2017-02-04 22:16:06",828004231101706241
64638b60d4514c294a38acee,"2017-02-04 22:08:52",828002410811494400
64638b60d4514c294a38acef,"2017-02-04 22:02:17",828000753432293376
64638b60d4514c294a38acf0,"2017-02-04 22:01:38",828000589082742784
64638b60d4514c294a38acf1,"2017-02-04 21:56:09",827999209085403143
64638b60d4514c294a38acf2,"2017-02-04 20:52:58",827983309359763456
64638b60d4514c294a38acf3,"2017-02-04 19:00:25",827954983710650369
64638b60d4514c294a38acf4,"2017-02-04 17:14:39",827928366711967745
64638b60d4514c294a38acf5,"2017-02-04 17:07:16",827926509197332484
64638b60d4514c294a38acf6,"2017-02-04 17:03:52",827925653022453760
64638b60d4514c294a38acf7,"2017-02-04 16:57:59",827924171661377536
64638b60d4514c294a38acf8,"2017-02-04 16:39:32",827919530638794752
64638b60d4514c294a38acf9,"2017-02-04 12:02:18",827849760048558080
64638b60d4514c294a38acfa,"2017-02-04 11:57:38",827848585639297024
64638b60d4514c294a38acfb,"2017-02-04 03:29:24",827720686911291392
64638b60d4514c294a38acfc,"2017-02-04 01:38:54",827692878986100736
64638b60d4514c294a38acfd,"2017-02-04 00:52:40",827681242128715777
64638b60d4514c294a38acfe,"2017-02-03 01:39:18",827330589191704576
64638b60d4514c294a38acff,"2017-02-02 19:24:41",827236313925496832
64638b60d4514c294a38ad00,"2017-02-02 05:23:15",827024562470522884
64638b60d4514c294a38ad01,"2017-01-31 02:53:39",826262139371347968
64638b60d4514c294a38ad02,"2017-01-30 19:31:23",826150838544371712
64638b60d4514c294a38ad03,"2017-01-30 19:26:50",826149691498729472
64638b60d4514c294a38ad04,"2017-01-30 19:24:09",826149017369186304
64638b60d4514c294a38ad05,"2017-01-30 17:50:23",826125419527016448
64638b60d4514c294a38ad06,"2017-01-30 17:34:00",826121298656964608
64638b60d4514c294a38ad07,"2017-01-30 10:52:15",826020192937340928
64638b60d4514c294a38ad08,"2017-01-30 05:18:59",825936326264360961
64638b60d4514c294a38ad09,"2017-01-30 05:09:02",825933821061132288
64638b60d4514c294a38ad0a,"2017-01-30 05:08:30",825933686990204928
64638b60d4514c294a38ad0b,"2017-01-30 00:05:17",825857378927079424
64638b60d4514c294a38ad0c,"2017-01-29 23:11:02",825843728019435520
64638b60d4514c294a38ad0d,"2017-01-29 21:34:53",825819528080658432
64638b60d4514c294a38ad0e,"2017-01-29 20:53:51",825809205244223488
64638b60d4514c294a38ad0f,"2017-01-29 00:42:42",825504408548958208
64638b60d4514c294a38ad10,"2017-01-29 00:35:36",825502618680045568
64638b60d4514c294a38ad11,"2017-01-29 00:34:44",825502400454594561
64638b60d4514c294a38ad12,"2017-01-28 05:23:59",825212805498302464
64638b60d4514c294a38ad13,"2017-01-28 04:53:54",825205236956483585
64638b60d4514c294a38ad14,"2017-01-28 00:18:44",825135988464775168
64638b60d4514c294a38ad15,"2017-01-27 18:32:52",825048948515549184
64638b60d4514c294a38ad16,"2017-01-27 17:43:35",825036546206076928
64638b60d4514c294a38ad17,"2017-01-27 11:29:30",824942405262544896
64638b60d4514c294a38ad18,"2017-01-26 01:06:06",824423132106629120
64638b60d4514c294a38ad19,"2017-01-25 16:57:33",824300186834898945
64638b60d4514c294a38ad1a,"2017-01-25 09:11:56",824183010241216512
64638b60d4514c294a38ad1b,"2017-01-25 09:09:43",824182450209386497
64638b60d4514c294a38ad1c,"2017-01-25 09:08:52",824182237352562688
64638b60d4514c294a38ad1d,"2017-01-25 09:08:01",824182024479133698
64638b60d4514c294a38ad1e,"2017-01-25 06:59:26",824149662366126087
64638b60d4514c294a38ad1f,"2017-01-25 06:53:09",824148084632551425
64638b60d4514c294a38ad20,"2017-01-25 06:50:18",824147366844436481
64638b60d4514c294a38ad21,"2017-01-25 06:27:15",824141566788898817
64638b60d4514c294a38ad22,"2017-01-25 05:25:12",824125950107545600
64638b60d4514c294a38ad23,"2017-01-25 04:37:02",824113827679641600
64638b60d4514c294a38ad24,"2017-01-25 00:47:33",824056075217420291
64638b60d4514c294a38ad25,"2017-01-25 00:43:16",824054997507657728
64638b60d4514c294a38ad26,"2017-01-25 00:41:11",824054472850583552
64638b60d4514c294a38ad27,"2017-01-25 00:40:30",824054301718777856
64638b60d4514c294a38ad28,"2017-01-24 21:59:15",824013720967753728
64638b60d4514c294a38ad29,"2017-01-24 21:57:27",824013269891502080
64638b60d4514c294a38ad2a,"2017-01-24 21:51:19",824011724357373953
64638b60d4514c294a38ad2b,"2017-01-24 21:46:24",824010489449431040
64638b60d4514c294a38ad2c,"2017-01-24 15:29:20",823915595615719424
64638b60d4514c294a38ad2d,"2017-01-24 03:06:28",823728646204440576
64638b60d4514c294a38ad2e,"2017-01-24 03:00:03",823727035088416768
64638b60d4514c294a38ad2f,"2017-01-23 20:44:48",823632597284691969
64638b60d4514c294a38ad30,"2017-01-22 18:22:55",823234503355158528
64638b60d4514c294a38ad31,"2017-01-22 17:02:09",823214178458476545
64638b60d4514c294a38ad32,"2017-01-22 16:57:45",823213071309029377
64638b60d4514c294a38ad33,"2017-01-22 16:55:07",823212410022477824
64638b60d4514c294a38ad34,"2017-01-22 01:55:06",822985910782283776
64638b60d4514c294a38ad35,"2017-01-22 01:51:52",822985098656026624
64638b60d4514c294a38ad36,"2017-01-22 01:49:54",822984601630953477
64638b60d4514c294a38ad37,"2017-01-22 01:38:35",822981755057487872
64638b60d4514c294a38ad38,"2017-01-21 22:17:04",822931043141332992
64638b60d4514c294a38ad39,"2017-01-21 22:13:40",822930188040142849
64638b60d4514c294a38ad3a,"2017-01-21 21:57:46",822926184719609856
64638b60d4514c294a38ad3b,"2017-01-21 21:52:58",822924978441965568
64638b60d4514c294a38ad3c,"2017-01-21 21:43:09",822922507535560705
64638b60d4514c294a38ad3d,"2017-01-21 20:46:26",822908233090072576
64638b60d4514c294a38ad3e,"2017-01-19 20:35:20",822180663285514240
64638b60d4514c294a38ad3f,"2017-01-19 20:14:06",822175321344442368
64638b60d4514c294a38ad40,"2017-01-19 17:18:54",822131228585271296
64638b60d4514c294a38ad41,"2017-01-19 17:17:44",822130935587999748
64638b60d4514c294a38ad42,"2017-01-19 17:15:46",822130440668446720
64638b60d4514c294a38ad43,"2017-01-19 17:11:35",822129390729326593
64638b60d4514c294a38ad44,"2017-01-19 17:10:24",822129092036206592
64638b60d4514c294a38ad45,"2017-01-19 17:09:00",822128741228756992
64638b60d4514c294a38ad46,"2017-01-19 16:05:33",822112771940618240
64638b60d4514c294a38ad47,"2017-01-19 15:31:32",822104210074255360
64638b60d4514c294a38ad48,"2017-01-18 19:56:00",821808377965613056
64638b60d4514c294a38ad49,"2017-01-18 07:51:53",821626149591810048
64638b60d4514c294a38ad4a,"2017-01-16 10:08:24",820935727651241986
64638b60d4514c294a38ad4b,"2017-01-16 10:07:07",820935404945715200
64638b60d4514c294a38ad4c,"2017-01-16 10:05:56",820935108857212928
64638b60d4514c294a38ad4d,"2017-01-16 10:04:47",820934816820436992
64638b60d4514c294a38ad4e,"2017-01-16 10:03:15",820934434002063361
64638b60d4514c294a38ad4f,"2017-01-16 09:55:01",820932361915203585
64638b60d4514c294a38ad50,"2017-01-15 22:26:42",820759138036695040
64638b60d4514c294a38ad51,"2017-01-15 07:33:12",820534283437621248
64638b60d4514c294a38ad52,"2017-01-15 04:56:51",820494936051097602
64638b60d4514c294a38ad53,"2017-01-14 23:24:53",820411394247925766
64638b60d4514c294a38ad54,"2017-01-14 19:12:49",820347961427173376
64638b60d4514c294a38ad55,"2017-01-14 19:05:04",820346008068452352
64638b60d4514c294a38ad56,"2017-01-14 17:33:19",820322918085181440
64638b60d4514c294a38ad57,"2017-01-13 22:37:03",820036970025918464
64638b60d4514c294a38ad58,"2017-01-13 03:32:21",819748895878094848
64638b60d4514c294a38ad59,"2017-01-12 21:57:52",819664721888452608
64638b60d4514c294a38ad5a,"2017-01-12 21:56:29",819664369818578944
64638b60d4514c294a38ad5b,"2017-01-12 21:55:00",819663998878564352
64638b60d4514c294a38ad5c,"2017-01-12 21:54:15",819663807827955712
64638b60d4514c294a38ad5d,"2017-01-12 21:43:16",819661044867944448
64638b60d4514c294a38ad5e,"2017-01-12 21:41:32",819660611357319170
64638b60d4514c294a38ad5f,"2017-01-12 18:16:54",819609111801139200
64638b60d4514c294a38ad60,"2017-01-12 18:08:12",819606921824980992
64638b60d4514c294a38ad61,"2017-01-11 03:03:11",819016779728945152
64638b60d4514c294a38ad62,"2017-01-11 02:52:36",819014115943272448
64638b60d4514c294a38ad63,"2017-01-11 00:40:41",818980920308822016
64638b60d4514c294a38ad64,"2017-01-10 23:58:08",818970209830596608
64638b60d4514c294a38ad65,"2017-01-10 23:57:02",818969933916708864
64638b60d4514c294a38ad66,"2017-01-08 13:46:14",818091443512221696
64638b60d4514c294a38ad67,"2017-01-08 13:43:14",818090689233711104
64638b60d4514c294a38ad68,"2017-01-08 13:41:05",818090148608868353
64638b60d4514c294a38ad69,"2017-01-07 03:55:41",817580438558359552
64638b60d4514c294a38ad6a,"2017-01-06 23:12:16",817509115555643392
64638b60d4514c294a38ad6b,"2017-01-05 21:40:17",817123579343028227
64638b60d4514c294a38ad6c,"2016-12-31 21:30:05",815309075445485568
64638b60d4514c294a38ad6d,"2016-12-31 02:47:28",815026557282463744
64638b60d4514c294a38ad6e,"2016-12-31 02:40:28",815024796362686464
64638b60d4514c294a38ad6f,"2016-12-31 02:34:09",815023208235560961
64638b60d4514c294a38ad70,"2016-12-30 19:44:02",814919997088665600
64638b60d4514c294a38ad71,"2016-12-30 14:14:30",814837068987645952
64638b60d4514c294a38ad72,"2016-12-30 00:21:48",814627513062170624
64638b60d4514c294a38ad73,"2016-12-27 21:01:43",813852382706724868
64638b60d4514c294a38ad74,"2016-12-24 23:21:57",812800512743514113
